"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"05/27/2023","AQS","361099991","1","0.05","ppm","46","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"05/28/2023","AQS","361099991","1","0.069","ppm","97","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"05/29/2023","AQS","361099991","1","0.056","ppm","54","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"05/30/2023","AQS","361099991","1","0.059","ppm","64","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"05/31/2023","AQS","361099991","1","0.063","ppm","77","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/01/2023","AQS","361099991","1","0.064","ppm","80","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/02/2023","AQS","361099991","1","0.062","ppm","74","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/03/2023","AQS","361099991","1","0.034","ppm","31","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/04/2023","AQS","361099991","1","0.046","ppm","43","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/05/2023","AQS","361099991","1","0.048","ppm","44","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/06/2023","AQS","361099991","1","0.045","ppm","42","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/07/2023","AQS","361099991","1","0.042","ppm","39","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/08/2023","AQS","361099991","1","0.026","ppm","24","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/09/2023","AQS","361099991","1","0.022","ppm","20","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/10/2023","AQS","361099991","1","0.046","ppm","43","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/11/2023","AQS","361099991","1","0.058","ppm","61","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/12/2023","AQS","361099991","1","0.047","ppm","44","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/13/2023","AQS","361099991","1","0.045","ppm","42","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/14/2023","AQS","361099991","1","0.04","ppm","37","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/15/2023","AQS","361099991","1","0.048","ppm","44","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/16/2023","AQS","361099991","1","0.038","ppm","35","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/17/2023","AQS","361099991","1","0.042","ppm","39","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/18/2023","AQS","361099991","1","0.034","ppm","31","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/19/2023","AQS","361099991","1","0.044","ppm","41","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/20/2023","AQS","361099991","1","0.059","ppm","64","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/21/2023","AQS","361099991","1","0.048","ppm","44","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/22/2023","AQS","361099991","1","0.036","ppm","33","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/23/2023","AQS","361099991","1","0.03","ppm","28","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/24/2023","AQS","361099991","1","0.027","ppm","25","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/25/2023","AQS","361099991","1","0.033","ppm","31","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/26/2023","AQS","361099991","1","0.043","ppm","40","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/27/2023","AQS","361099991","1","0.041","ppm","38","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/28/2023","AQS","361099991","1","0.038","ppm","35","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/29/2023","AQS","361099991","1","0.059","ppm","64","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"06/30/2023","AQS","361099991","1","0.065","ppm","84","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/01/2023","AQS","361099991","1","0.042","ppm","39","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/02/2023","AQS","361099991","1","0.045","ppm","42","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/03/2023","AQS","361099991","1","0.037","ppm","34","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/04/2023","AQS","361099991","1","0.045","ppm","42","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/05/2023","AQS","361099991","1","0.047","ppm","44","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/06/2023","AQS","361099991","1","0.051","ppm","47","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/07/2023","AQS","361099991","1","0.046","ppm","43","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/08/2023","AQS","361099991","1","0.043","ppm","40","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/09/2023","AQS","361099991","1","0.035","ppm","32","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/10/2023","AQS","361099991","1","0.037","ppm","34","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/11/2023","AQS","361099991","1","0.056","ppm","54","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/12/2023","AQS","361099991","1","0.046","ppm","43","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/13/2023","AQS","361099991","1","0.044","ppm","41","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/14/2023","AQS","361099991","1","0.042","ppm","39","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/15/2023","AQS","361099991","1","0.049","ppm","45","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/16/2023","AQS","361099991","1","0.042","ppm","39","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/17/2023","AQS","361099991","1","0.045","ppm","42","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/18/2023","AQS","361099991","1","0.044","ppm","41","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/19/2023","AQS","361099991","1","0.041","ppm","38","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/20/2023","AQS","361099991","1","0.055","ppm","51","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/21/2023","AQS","361099991","1","0.043","ppm","40","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/22/2023","AQS","361099991","1","0.038","ppm","35","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/23/2023","AQS","361099991","1","0.042","ppm","39","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/24/2023","AQS","361099991","1","0.052","ppm","48","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/25/2023","AQS","361099991","1","0.041","ppm","38","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/26/2023","AQS","361099991","1","0.055","ppm","51","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/27/2023","AQS","361099991","1","0.043","ppm","40","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/28/2023","AQS","361099991","1","0.044","ppm","41","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/29/2023","AQS","361099991","1","0.036","ppm","33","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/30/2023","AQS","361099991","1","0.033","ppm","31","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"07/31/2023","AQS","361099991","1","0.028","ppm","26","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/01/2023","AQS","361099991","1","0.033","ppm","31","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/02/2023","AQS","361099991","1","0.039","ppm","36","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/03/2023","AQS","361099991","1","0.048","ppm","44","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/04/2023","AQS","361099991","1","0.049","ppm","45","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/05/2023","AQS","361099991","1","0.035","ppm","32","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/06/2023","AQS","361099991","1","0.042","ppm","39","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/07/2023","AQS","361099991","1","0.035","ppm","32","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/09/2023","AQS","361099991","1","0.038","ppm","35","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/10/2023","AQS","361099991","1","0.034","ppm","31","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/11/2023","AQS","361099991","1","0.036","ppm","33","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/12/2023","AQS","361099991","1","0.041","ppm","38","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/13/2023","AQS","361099991","1","0.032","ppm","30","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/14/2023","AQS","361099991","1","0.028","ppm","26","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/15/2023","AQS","361099991","1","0.026","ppm","24","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/16/2023","AQS","361099991","1","0.039","ppm","36","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/17/2023","AQS","361099991","1","0.039","ppm","36","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/18/2023","AQS","361099991","1","0.033","ppm","31","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/19/2023","AQS","361099991","1","0.036","ppm","33","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/20/2023","AQS","361099991","1","0.041","ppm","38","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/21/2023","AQS","361099991","1","0.038","ppm","35","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/22/2023","AQS","361099991","1","0.03","ppm","28","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/23/2023","AQS","361099991","1","0.032","ppm","30","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/24/2023","AQS","361099991","1","0.025","ppm","23","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/25/2023","AQS","361099991","1","0.03","ppm","28","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/26/2023","AQS","361099991","1","0.03","ppm","28","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/27/2023","AQS","361099991","1","0.028","ppm","26","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/28/2023","AQS","361099991","1","0.022","ppm","20","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/29/2023","AQS","361099991","1","0.03","ppm","28","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/30/2023","AQS","361099991","1","0.03","ppm","28","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"08/31/2023","AQS","361099991","1","0.029","ppm","27","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/01/2023","AQS","361099991","1","0.031","ppm","29","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/02/2023","AQS","361099991","1","0.039","ppm","36","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/03/2023","AQS","361099991","1","0.049","ppm","45","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/04/2023","AQS","361099991","1","0.049","ppm","45","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/05/2023","AQS","361099991","1","0.054","ppm","50","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/06/2023","AQS","361099991","1","0.044","ppm","41","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/07/2023","AQS","361099991","1","0.04","ppm","37","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/08/2023","AQS","361099991","1","0.035","ppm","32","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/09/2023","AQS","361099991","1","0.023","ppm","21","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/10/2023","AQS","361099991","1","0.024","ppm","22","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/11/2023","AQS","361099991","1","0.03","ppm","28","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/12/2023","AQS","361099991","1","0.037","ppm","34","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/13/2023","AQS","361099991","1","0.029","ppm","27","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/14/2023","AQS","361099991","1","0.029","ppm","27","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/15/2023","AQS","361099991","1","0.032","ppm","30","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/16/2023","AQS","361099991","1","0.048","ppm","44","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/17/2023","AQS","361099991","1","0.04","ppm","37","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/18/2023","AQS","361099991","1","0.038","ppm","35","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/19/2023","AQS","361099991","1","0.037","ppm","34","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/20/2023","AQS","361099991","1","0.038","ppm","35","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/21/2023","AQS","361099991","1","0.038","ppm","35","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/22/2023","AQS","361099991","1","0.034","ppm","31","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/23/2023","AQS","361099991","1","0.029","ppm","27","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/24/2023","AQS","361099991","1","0.03","ppm","28","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/25/2023","AQS","361099991","1","0.029","ppm","27","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/26/2023","AQS","361099991","1","0.021","ppm","19","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/27/2023","AQS","361099991","1","0.029","ppm","27","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/28/2023","AQS","361099991","1","0.038","ppm","35","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/29/2023","AQS","361099991","1","0.03","ppm","28","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"09/30/2023","AQS","361099991","1","0.035","ppm","32","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/01/2023","AQS","361099991","1","0.046","ppm","43","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/02/2023","AQS","361099991","1","0.047","ppm","44","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/03/2023","AQS","361099991","1","0.059","ppm","64","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/04/2023","AQS","361099991","1","0.052","ppm","48","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/05/2023","AQS","361099991","1","0.045","ppm","42","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/06/2023","AQS","361099991","1","0.033","ppm","31","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/07/2023","AQS","361099991","1","0.027","ppm","25","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/08/2023","AQS","361099991","1","0.026","ppm","24","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/09/2023","AQS","361099991","1","0.03","ppm","28","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/10/2023","AQS","361099991","1","0.031","ppm","29","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/11/2023","AQS","361099991","1","0.027","ppm","25","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/12/2023","AQS","361099991","1","0.037","ppm","34","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/13/2023","AQS","361099991","1","0.021","ppm","19","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/14/2023","AQS","361099991","1","0.018","ppm","17","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/15/2023","AQS","361099991","1","0.02","ppm","19","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/16/2023","AQS","361099991","1","0.02","ppm","19","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/17/2023","AQS","361099991","1","0.024","ppm","22","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/18/2023","AQS","361099991","1","0.029","ppm","27","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/19/2023","AQS","361099991","1","0.032","ppm","30","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/20/2023","AQS","361099991","1","0.034","ppm","31","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/21/2023","AQS","361099991","1","0.023","ppm","21","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/22/2023","AQS","361099991","1","0.03","ppm","28","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/23/2023","AQS","361099991","1","0.036","ppm","33","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/24/2023","AQS","361099991","1","0.039","ppm","36","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/25/2023","AQS","361099991","1","0.043","ppm","40","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
"10/26/2023","AQS","361099991","1","0.046","ppm","43","Connecticut Hill","17","100.0000","44201","Ozone","047","27060","Ithaca, NY","36","New York","109","Tompkins","42.4006","-76.6538"
