"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"11/24/2023","AQS","350010029","2","4.6","ug/m3 LC","26","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"11/25/2023","AQS","350010029","2","3.8","ug/m3 LC","21","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"11/26/2023","AQS","350010029","2","5.5","ug/m3 LC","31","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"11/27/2023","AQS","350010029","2","9.6","ug/m3 LC","52","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"11/28/2023","AQS","350010029","2","13.3","ug/m3 LC","59","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"11/29/2023","AQS","350010029","2","14.5","ug/m3 LC","61","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/07/2023","AQS","350010029","2","8.5","ug/m3 LC","47","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/08/2023","AQS","350010029","2","4.1","ug/m3 LC","23","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/09/2023","AQS","350010029","2","4","ug/m3 LC","22","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/10/2023","AQS","350010029","2","11.2","ug/m3 LC","55","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/11/2023","AQS","350010029","2","13.7","ug/m3 LC","60","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/12/2023","AQS","350010029","2","7.1","ug/m3 LC","39","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/13/2023","AQS","350010029","2","4","ug/m3 LC","22","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/14/2023","AQS","350010029","2","4.9","ug/m3 LC","27","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/15/2023","AQS","350010029","2","7.3","ug/m3 LC","41","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/16/2023","AQS","350010029","2","10.3","ug/m3 LC","53","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/17/2023","AQS","350010029","2","13.4","ug/m3 LC","59","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/18/2023","AQS","350010029","2","14.2","ug/m3 LC","61","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/19/2023","AQS","350010029","2","13.2","ug/m3 LC","59","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/20/2023","AQS","350010029","2","14.7","ug/m3 LC","61","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/21/2023","AQS","350010029","2","9.9","ug/m3 LC","52","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/22/2023","AQS","350010029","2","12","ug/m3 LC","56","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/23/2023","AQS","350010029","2","3.2","ug/m3 LC","18","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/24/2023","AQS","350010029","2","3.1","ug/m3 LC","17","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/25/2023","AQS","350010029","2","2","ug/m3 LC","11","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/26/2023","AQS","350010029","2","4.7","ug/m3 LC","26","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/27/2023","AQS","350010029","2","9.7","ug/m3 LC","52","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/28/2023","AQS","350010029","2","14.3","ug/m3 LC","61","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/29/2023","AQS","350010029","2","11.9","ug/m3 LC","56","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/30/2023","AQS","350010029","2","14.4","ug/m3 LC","61","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"12/31/2023","AQS","350010029","2","11.5","ug/m3 LC","55","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","545","Met One E-SEQ-FRM PM2.5 with VSCC","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/01/2023","AQS","350010029","21","15.4","ug/m3 LC","63","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/02/2023","AQS","350010029","21","2.3","ug/m3 LC","13","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/03/2023","AQS","350010029","21","4.2","ug/m3 LC","23","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/04/2023","AQS","350010029","21","7.6","ug/m3 LC","42","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/05/2023","AQS","350010029","21","14.5","ug/m3 LC","61","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/06/2023","AQS","350010029","21","14.5","ug/m3 LC","61","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/07/2023","AQS","350010029","21","10.1","ug/m3 LC","53","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/08/2023","AQS","350010029","21","11.9","ug/m3 LC","56","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/09/2023","AQS","350010029","21","21","ug/m3 LC","73","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/10/2023","AQS","350010029","21","12","ug/m3 LC","56","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/11/2023","AQS","350010029","21","4.1","ug/m3 LC","23","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/12/2023","AQS","350010029","21","7.7","ug/m3 LC","43","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/13/2023","AQS","350010029","21","10.6","ug/m3 LC","54","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/14/2023","AQS","350010029","21","14.1","ug/m3 LC","60","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/15/2023","AQS","350010029","21","4","ug/m3 LC","22","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/16/2023","AQS","350010029","21","4","ug/m3 LC","22","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/17/2023","AQS","350010029","21","5.4","ug/m3 LC","30","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/18/2023","AQS","350010029","21","2.1","ug/m3 LC","12","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/19/2023","AQS","350010029","21","10.6","ug/m3 LC","54","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/20/2023","AQS","350010029","21","5.5","ug/m3 LC","31","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/21/2023","AQS","350010029","21","3.5","ug/m3 LC","19","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/23/2023","AQS","350010029","21","12.1","ug/m3 LC","57","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/25/2023","AQS","350010029","21","4.1","ug/m3 LC","23","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/26/2023","AQS","350010029","21","5.7","ug/m3 LC","32","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/27/2023","AQS","350010029","21","6.7","ug/m3 LC","37","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/28/2023","AQS","350010029","21","11.1","ug/m3 LC","55","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/29/2023","AQS","350010029","21","9.3","ug/m3 LC","51","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/30/2023","AQS","350010029","21","11.8","ug/m3 LC","56","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"01/31/2023","AQS","350010029","21","6.2","ug/m3 LC","34","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/01/2023","AQS","350010029","21","4.9","ug/m3 LC","27","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/02/2023","AQS","350010029","21","9.5","ug/m3 LC","52","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/03/2023","AQS","350010029","21","10.4","ug/m3 LC","53","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/04/2023","AQS","350010029","21","15.5","ug/m3 LC","63","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/05/2023","AQS","350010029","21","9.9","ug/m3 LC","52","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/06/2023","AQS","350010029","21","8.2","ug/m3 LC","46","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/07/2023","AQS","350010029","21","4.5","ug/m3 LC","25","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/08/2023","AQS","350010029","21","6.3","ug/m3 LC","35","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/09/2023","AQS","350010029","21","3.3","ug/m3 LC","18","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/10/2023","AQS","350010029","21","8.9","ug/m3 LC","49","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/11/2023","AQS","350010029","21","14.6","ug/m3 LC","61","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/12/2023","AQS","350010029","21","8.4","ug/m3 LC","47","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/13/2023","AQS","350010029","21","6","ug/m3 LC","33","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/14/2023","AQS","350010029","21","1.9","ug/m3 LC","11","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/15/2023","AQS","350010029","21","2.4","ug/m3 LC","13","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/16/2023","AQS","350010029","21","4.2","ug/m3 LC","23","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/17/2023","AQS","350010029","21","7","ug/m3 LC","39","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/18/2023","AQS","350010029","21","11.1","ug/m3 LC","55","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/19/2023","AQS","350010029","21","11.2","ug/m3 LC","55","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/20/2023","AQS","350010029","21","5.3","ug/m3 LC","29","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/21/2023","AQS","350010029","21","6.6","ug/m3 LC","37","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/22/2023","AQS","350010029","21","11.2","ug/m3 LC","55","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/23/2023","AQS","350010029","21","6.7","ug/m3 LC","37","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/24/2023","AQS","350010029","21","6.2","ug/m3 LC","34","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/25/2023","AQS","350010029","21","9.5","ug/m3 LC","52","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/26/2023","AQS","350010029","21","8","ug/m3 LC","44","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/27/2023","AQS","350010029","21","3.5","ug/m3 LC","19","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"02/28/2023","AQS","350010029","21","2.9","ug/m3 LC","16","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/01/2023","AQS","350010029","21","4.1","ug/m3 LC","23","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/02/2023","AQS","350010029","21","2.9","ug/m3 LC","16","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/03/2023","AQS","350010029","21","4.5","ug/m3 LC","25","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/04/2023","AQS","350010029","21","3.7","ug/m3 LC","21","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/05/2023","AQS","350010029","21","4","ug/m3 LC","22","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/06/2023","AQS","350010029","21","5.4","ug/m3 LC","30","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/07/2023","AQS","350010029","21","5.5","ug/m3 LC","31","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/08/2023","AQS","350010029","21","6.1","ug/m3 LC","34","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/09/2023","AQS","350010029","21","5.6","ug/m3 LC","31","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/10/2023","AQS","350010029","21","6","ug/m3 LC","33","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/11/2023","AQS","350010029","21","2.3","ug/m3 LC","13","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/12/2023","AQS","350010029","21","1.9","ug/m3 LC","11","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
"03/13/2023","AQS","350010029","21","3.8","ug/m3 LC","21","SOUTH VALLEY","1","100.0000","88101","PM2.5 - Local Conditions","738","Teledyne T640X at 16.67 LPM (Corrected)","10740","Albuquerque, NM","35","New Mexico","001","Bernalillo","35.01708","-106.65739"
