"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"04/17/2023","AQS","051190007","2","0.2","ppm","2","PARR","24","100.0000","42101","Carbon monoxide","054","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"04/18/2023","AQS","051190007","2","0.3","ppm","3","PARR","24","100.0000","42101","Carbon monoxide","054","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"04/19/2023","AQS","051190007","2","0.2","ppm","2","PARR","24","100.0000","42101","Carbon monoxide","054","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"04/20/2023","AQS","051190007","2","0.3","ppm","3","PARR","24","100.0000","42101","Carbon monoxide","054","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"04/21/2023","AQS","051190007","2","0.3","ppm","3","PARR","24","100.0000","42101","Carbon monoxide","054","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"04/22/2023","AQS","051190007","2","0.3","ppm","3","PARR","24","100.0000","42101","Carbon monoxide","054","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"04/23/2023","AQS","051190007","2","0.3","ppm","3","PARR","24","100.0000","42101","Carbon monoxide","054","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"04/24/2023","AQS","051190007","2","0.3","ppm","3","PARR","24","100.0000","42101","Carbon monoxide","054","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"04/25/2023","AQS","051190007","2","0.3","ppm","3","PARR","24","100.0000","42101","Carbon monoxide","054","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"04/26/2023","AQS","051190007","2","0.3","ppm","3","PARR","24","100.0000","42101","Carbon monoxide","054","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"04/27/2023","AQS","051190007","2","0.3","ppm","3","PARR","24","100.0000","42101","Carbon monoxide","054","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"04/28/2023","AQS","051190007","2","0.3","ppm","3","PARR","24","100.0000","42101","Carbon monoxide","054","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"04/29/2023","AQS","051190007","2","0.3","ppm","3","PARR","24","100.0000","42101","Carbon monoxide","054","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
